primary_cluster_key,primary_cluster_name_cn,sanbao_candidate_level,sanbao_chain_candidate,sanbao_responsibility_candidate,receiving_object,count,high_confidence_count,needs_review_count,blocked_count,top_sources,top_problem_types,representative_skills,representative_outputs,next_action
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,商业论证,经营选项/验证建议,123,123,0,0,project_skill:62；home_skill:61,优化决策:51；治理合规:40；评估验证:12；自动化执行:4；预测预警:4,p2s-ad-to-behavior-funnel；p2s-ad-to-behavior-funnel；p2s-agent-finance-autopilot；p2s-agent-finance-autopilot；p2s-agenticpay-procurement-negotiation；p2s-agenticpay-procurement-negotiation；p2s-agentracer-mas-failure-attribution；p2s-agentracer-mas-failure-attribution,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,产品验证,验证结论/缺陷与未验证项,25,25,0,0,home_skill:17；project_skill:7；icloud_skill:1,自动化执行:8；学习参考:7；评估验证:5；治理合规:4；数据质量:1,book-knowledge-extraction；cashflow-valuation；dingtalk-drive；doubao-industry-analysis；doubao-industry-analysis；doubao-industry-analysis；doubao-industry-analysis；doubao-paper-close-reading,① 一句话总论 （≤ 100 字） - 用精准、无修辞的语言锚定全书核心命题。 ② 核心论点结构 （3-5 条） - 每条用「问题 → 主张 → 关键逻辑 → 结论」链条。 - 标注【因果关系 / 前提假设 / 适用边界】。 ③ 论证与证据地图 - 列出证据类型（数据 / 案例 / 理论 / 类比 / 权威引用）。 - 标注证据与主张的对应关系。 - 对证据薄弱或逻辑跳跃处标注【待验证】。 ④ 方法与框架清单 - 提取可复用的方法、模型或操作步骤。 - 明确适用前提与使用条件。 ⑤ 反例与局限；添加 --json 参数可将完整结果以 JSON 格式输出到 stdout，便于程序化处理：；- +list/+search/+recent 检查集合、hasMore 和 nextCursor；缺少集合不能当空结果，多候选禁止默认第一项。 - +download 验证相对路径存在且 sizeBytes 0；+upload 检查最终 nodeId、名称、类型和大小。只有源端与结果都提供可比哈希时才核对 checksum；缺失时保留现有证据，不虚构端到端校验和。 - copy/move/rename/create-folder 检查 ok/outcome 和读回；partial success 不是完成。,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,产品定义,产品要求/验收条件,15,15,0,0,project_skill:8；home_skill:7,优化决策:6；自动化执行:3；评估验证:2；预测预警:2；治理合规:2,p2s-agent-error-budget；p2s-agent-error-budget；p2s-agent-error-budget；p2s-agentic-ab-testing；p2s-agentic-ab-testing；p2s-cabb-cross-category-attribution；p2s-cabb-cross-category-attribution；p2s-delivery-promise-optimization,（卡页此段为占位内容，实际输入/输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,产品实现,方案或样品及交付说明,6,6,0,0,home_skill:4；project_skill:2,自动化执行:2；优化决策:2；评估验证:1；学习参考:1,andrej-karpathy-perspective；munger-perspective；p2s-tool-description-audit；p2s-tool-description-audit；p2s-user-lifecycle-stan；p2s-user-lifecycle-stan,Step 1：路由心智模型 - 「AI炒作/产品评估/可靠性」→ march of nines框架 - 「学习/教育/技术理解」→ 构建即理解框架 - 「AI能力判断/LLM特性」→ 锯齿状智能+幽灵框架 - 「技术范式/行业趋势/AGI时间线」→ Software X.0框架+工程现实主义 - 「产品设计/AI自主性」→ Iron Man套装框架 Step 2：内部判断信息来源（不标注到输出） - 他公开表态过 → 直接用第一人称说出来 - 他没提过但主题相关 → 用心智模型推断，语气自然留白（「I have…；研究完成后，先在内部整理事实摘要（不输出给用户），然后进入Step 3。 用户看到的不是调研报告，而是芒格基于真实信息做出的判断。；输入 ：MCP 工具的描述原文（名称、用途、参数、约束、示例、副作用、返回格式），粒度到单个工具。 输出 ：工具描述六维评分表与 smell 清单（缺使用指南、未声明限制、示例问题等）及改写建议，供工具维护者与 Agent 路由使用。,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,渠道发布与可售核验,发布结果/可售判断,2,2,0,0,project_skill:2,优化决策:2,亚马逊PPC分析；亚马逊PPC分析,- 浪费花费识别报告 - 高绩效关键词清单 - 否定关键词建议 - 竞价调整建议 - 预算重分配方案 - 优化后预期效果 - 0-100 Amazon Ads 健康评分 - SP / SB / SD 分层问题清单 - P0/P1/P2 优先行动队列；- 浪费花费识别报告 - 高绩效关键词清单 - 否定关键词建议 - 竞价调整建议 - 预算重分配方案 - 优化后预期效果 - 0-100 Amazon Ads 健康评分 - SP / SB / SD 分层问题清单 - P0/P1/P2 优先行动队列,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,产品市场准入,准入判断/证据缺口,1,1,0,0,home_skill:1,生成制作:1,定制模板生成,- source from images.pdf：仅纯图片输入时生成；严格一张图片对应一页，页序等于用户确认的上传顺序。 - pass1 pages.jsonl：逐页召回与页面分类。 - result.json：最终产品族、定制项、证据和代表图路径。 - semantic audit.jsonl：候选项关系、证据作用域和 include/exclude 决策。 - image attempts.jsonl 与 images/：代表图尝试审计和最终图片。 - image urls.json：代表图本地路径、内容摘要…,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,内容策划与表达,内容方案及素材,1,1,0,0,home_skill:1,数据质量:1,dingtalk-wiki,- +space-list/+node-list/+feed-list 默认单页；全量请求显式加 --page-all，并检查 autoPageComplete/autoPageStopReason/pagesFetched 与分页元数据。 - +space-search/+node-search 缺少业务数组不是零命中；只有显式空数组才可报告空结果。 - 名称解析只有在 scoped +space-list 返回 autoPageComplete=true 且全量中恰好一个精确同名项时才成立；0 条、多条或分页…,人工判断是否需要进入三宝图谱
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,经营经济性评估,成本/贡献/现金影响评估,1,1,0,0,project_skill:1,优化决策:1,stock-finance-profiler,脚本会输出结构化的分析报告，包含各类指标的数值、参考范围和简要评价。详细用法请参考 scripts/analyze.py --help。,人工判断是否需要进入三宝图谱
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,ATOM_SKILL_CANDIDATE,能力供给,消费者需求洞察,需求证据/问题地图,23,23,0,0,home_skill:19；project_skill:4,治理合规:6；检索组织:6；评估验证:5；学习参考:3；生成制作:3,iteration-planner；p2s-aigc-authenticity-trust-framework；p2s-amazon-tos-compliance-guardrail；p2s-concat-consensus-decentralized-mas；p2s-concat-consensus-decentralized-mas；p2s-fraudsquad-llm-review-detection；p2s-hcce-concept-hierarchy-embedding；p2s-hyde-hypothetical-document,---；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,ATOM_SKILL_CANDIDATE,能力供给,产品验证,验证结论/缺陷与未验证项,6,6,0,0,home_skill:4；project_skill:2,学习参考:6,doubao-research-proposal；doubao-research-proposal；doubao-research-proposal；doubao-research-proposal；竞品替代分析；竞品替代分析,输入要求 ： - 基本信息：研究主题、研究方向、任务书/模板要求、申报类别、字数/格式限制、匿名化要求、输出格式。 - 关键材料（应主动引导用户尽量提供）：初步研究想法、已发表成果摘要、关键实验数据、核心参考文献、已有草稿或文献笔记。仅有研究主题、研究方向和目标机构、但无任何成果或雏形时，应明确告知用户本 Skill 不适用于从零到一的 idea 生成，仅能生成框架性草稿，并主动引导补充论文、研究计划或已有成果。 - 模板：可使用 Skill 预置模板；若用户提供自定义模板、学校/单位模板或最新版模板，优先使用用…；输入要求 ： - 基本信息：研究主题、研究方向、任务书/模板要求、申报类别、字数/格式限制、匿名化要求、输出格式。 - 关键材料（应主动引导用户尽量提供）：初步研究想法、已发表成果摘要、关键实验数据、核心参考文献、已有草稿或文献笔记。仅有研究主题、研究方向和目标机构、但无任何成果或雏形时，应明确告知用户本 Skill 不适用于从零到一的 idea 生成，仅能生成框架性草稿，并主动引导补充论文、研究计划或已有成果。 - 模板：可使用 Skill 预置模板；若用户提供自定义模板、学校/单位模板或最新版模板，优先使用用…；输入要求 ： - 基本信息：研究主题、研究方向、任务书/模板要求、申报类别、字数/格式限制、匿名化要求、输出格式。 - 关键材料（应主动引导用户尽量提供）：初步研究想法、已发表成果摘要、关键实验数据、核心参考文献、已有草稿或文献笔记。仅有研究主题、研究方向和目标机构、但无任何成果或雏形时，应明确告知用户本 Skill 不适用于从零到一的 idea 生成…,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,ATOM_SKILL_CANDIDATE,能力供给,产品定义,产品要求/验收条件,4,4,0,0,home_skill:3；icloud_skill:1,生成制作:2；治理合规:2,p2s-brand-registry-infringement-tracker；p2s-graphtrack-cross-device-tracking；p2s-nonitem-page-path-modeling；Agent,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,ATOM_SKILL_CANDIDATE,能力供给,商业论证,经营选项/验证建议,4,4,0,0,home_skill:4,自动化执行:1；治理合规:1；评估验证:1；检索组织:1,p2s-customer-journey-analytics；p2s-multi-source-user-identity-unification；p2s-ranking-interleaving-ab；p2s-writeback-rag-trainable-kb,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,ATOM_SKILL_CANDIDATE,能力供给,产品实现,方案或样品及交付说明,1,1,0,0,home_skill:1,生成制作:1,grade2-math-worksheet,目标 ：整合五环节，输出可直接打印的学生随堂学案。 输出模板 ： 要求：五个环节的建议用时相加等于一课时（默认 40 分钟）；每个环节都留出学生书写/画图的空白区；题目要求用最简单、最常用的话。,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,ATOM_SKILL_CANDIDATE,能力供给,产品市场准入,准入判断/证据缺口,1,1,0,0,project_skill:1,治理合规:1,brand-naming-lab,对用户的每次请求，按以下结构输出 8 个品牌名候选：,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_KNOWLEDGE_METHOD,能力供给：知识与方法,SCENARIO_WORKFLOW_CANDIDATE,能力供给,消费者需求洞察,需求证据/问题地图,1,1,0,0,home_skill:1,自动化执行:1,p2s-data-collection-agent-pipeline,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,消费者需求洞察,需求证据/问题地图,177,177,0,0,project_skill:89；home_skill:88,生成制作:48；治理合规:40；检索组织:25；学习参考:24；数据质量:13,aily-cli-event；aily-cli-event；alibaba-global-ai-image-studio；alibaba-global-chat-analysis-pro；alibaba-global-product-publish；alibaba-prohibited-rule-interpretation；build-ai-report；dingtalk-doc,"aily-cli auto create --trigger-type event \ --event-type drive.file.edit v1 \ --target-file doxcnXXXXXXXX:docx \ --name ""文档编辑提醒"" \ --instruction ""...""；aily-cli auto create --trigger-type event \ --event-type drive.file.edit v1 \ --target-file doxcnXXXXXXXX:docx \ --name ""文档编辑提醒"" \ --instruction ""...""；1. 原样输出 ：严格按照对应 references 文档中的输出格式输出，不要做任何额外处理 2. 错误处理 ： - 网络错误：提示检查网络连接 - 参数错误：提示检查输入参数 - 服务错误：提示服务状态 - i豆不足 ：当返回结果提示""i豆不足""（即 AI 图像生成额度用完）时，告知用户无法继续调用图像生成服务，并提供以下替代方案： 1. 使用平台 AI Studio ：登录后访问 Alibaba AI Studio 创意工坊，在平台内使用图像生成工具",进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,商业论证,经营选项/验证建议,76,76,0,0,project_skill:51；home_skill:25,治理合规:30；检索组织:13；数据质量:10；自动化执行:8；评估验证:7,p2s-account-fingerprint-risk-scorer；p2s-ad-creative-personalization-bandit；p2s-agent-capability-evaluation；p2s-ai-parenting-advice-hallucination-guard；p2s-ai-product-safety-certification；p2s-ai-product-safety-certification；p2s-algorithmic-accountability-audit；p2s-ares-rag-evaluation,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,产品实现,方案或样品及交付说明,30,30,0,0,home_skill:20；project_skill:9；icloud_skill:1,生成制作:14；自动化执行:6；评估验证:5；检索组织:3；学习参考:2,competitive-report；fyopen-lawsearch；http-load-tester；jenkins-plugin-skeleton-generator-skill；k8s-cluster-ops；linkfox-aba-intelligent-query；linkfox-dld-product-billboard；linkfox-echotik-get-video-download-url,"报告 Markdown 定稿后， 优先使用 .NET OpenXML SDK 生成 Word 文档 ， 排版质量远超 python-docx（原生样式系统、表格边框、页脚页码、 中文字体映射、不出现格式错乱）。 工作流： 1. 定位模板项目 scripts/dotnet/Program.cs（已包含完整样式系统、封面、目录、 页脚页码、表格构建器等基础设施） 2. ASTATE: 复制一份到工作区临时目录 3. 将每个 AddXxx() 方法中的占位内容替换为 Phase 3 撰写好的 Markdown 报告正文。；1. 不凭记忆答法条 ——即使模型""记得""，也必须先调用工具拿到真实原文 2. 时效性标注 ——返回结果中若含已废止/已修改法规，必须显式提示 3. 空结果不编造 ——工具返回为空时如实告知""未检索到相关条文""，并建议用户换关键词或换角度重试 4. 不替代律师 ——本服务提供资料检索与研究辅助，不构成法律意见；涉及具体案件处理建议咨询执业律师；python3 scripts/http benchmark.py https://example.com/api/health --json",进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,产品定义,产品要求/验收条件,21,21,0,0,project_skill:12；home_skill:9,自动化执行:5；数据质量:4；检索组织:4；生成制作:3；治理合规:2,code-documenter；p2s-agent-slo-manager；p2s-blockecho-missing-data；p2s-blockecho-missing-data；p2s-brand-registry-infringement-tracker；p2s-causalrag-knowledge-retrieval；p2s-causalrag-knowledge-retrieval；p2s-graphtrack-cross-device-tracking,视任务提供： 1. 代码文档： 带文档的源文件 ＋ 覆盖率报告 2. API 文档： OpenAPI 规格 ＋ 门户配置 3. 文档站： 站点配置 ＋ 内容结构 ＋ 构建说明 4. 指南／教程： 带示例与配图的结构化 Markdown；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,产品验证,验证结论/缺陷与未验证项,18,18,0,0,home_skill:9；project_skill:9,检索组织:9；生成制作:3；评估验证:2；学习参考:2；治理合规:2,agentic-eval；llm-security；llm-security；llm-security；llm-security；llm-security；p2s-agent-memory-learning；p2s-agent-memory-learning,评测输出是否达成了预期结果。；LLM 输出可能被下游系统直接消费： 下游 测试 ------ ------ 浏览器/DOM XSS via 在生成内容中 数据库 SQL 注入在生成的查询中 Shell/OS 命令注入 (cat file; cat /etc/hosts) API 调用 SSRF、越权请求；LLM 输出可能被下游系统直接消费： 下游 测试 ------ ------ 浏览器/DOM XSS via 在生成内容中 数据库 SQL 注入在生成的查询中 Shell/OS 命令注入 (cat file; cat /etc/hosts) API 调用 SSRF、越权请求,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,上市经营策划,上市经营方案,5,5,0,0,home_skill:5,学习参考:4；生成制作:1,browser-rpa-run；doubao-public-company-analysis；doubao-public-company-analysis；doubao-public-company-analysis；doubao-public-company-analysis,"结果码 含义与处理 --- --- BROWSER RPA RUN SUCCEEDED、BROWSER RPA RUN PARTIAL、BROWSER RPA RUN FAILED 表示总体汇总状态；继续检查每个 item。 BROWSER RPA RUN INPUT INVALID 输入参数无效。根据顶层 message 修正参数后，可以重新提交。 BROWSER RPA RUN NOT CONFIGURED、BROWSER RPA RUN ORIGIN NOT ALLOWED、BROWSER RPA RUN…；无附件自然问答只交付正文：不创建文件、不修脚本Schema、不输出内部过程。以下五条优先于本文件其余内容。约束的是""数字怎么归位、怎么标注""，不是""少写内容""；不得用减少分析深度的方式满足本节。；无附件自然问答只交付正文：不创建文件、不修脚本Schema、不输出内部过程。以下五条优先于本文件其余内容。约束的是""数字怎么归位、怎么标注""，不是""少写内容""；不得用减少分析深度的方式满足本节。",进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,产品市场准入,准入判断/证据缺口,5,5,0,0,home_skill:3；project_skill:2,治理合规:3；检索组织:2,linkfox-ruiguan-detection-patent-design；pkulaw；Skill家族管理；Skill家族管理；tyc-mcp,"字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- data array 否 专利列表 type string 否 渲染的样式 total integer 否 记录数 columns array 否 渲染的列 costToken integer 否 消耗token；1. 不凭记忆 答法条/案号/文号——即使""记得""也必须先调工具取真实原文。 2. 每条依据附链接 ：列表类取 Url 裸链，语义/精确类用 url。 3. 时效强制标注 ：timeliness 非「现行有效」，或 TimelinessDic 含「废止或失效/已被修改」等，必须显式提示「已废止/已修改，仅供参考」。 4. 效力级别排序 ：法律 行政法规 部门规章 司法解释/其他；冲突以高位阶为准。 5. 新法优于旧法 ：同级并存按 IssueDate/ImplementDate 取最新；引用旧法案例（裁判日期早于…；- 项目配置是否正确持久化 - Skill切换是否流畅 - 上下文隔离是否有效 - 误触发率是否降低",进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,内容策划与表达,内容方案及素材,5,5,0,0,home_skill:5,生成制作:3；检索组织:2,doubao-visualization；doubao-visualization；linkfox-zhihuiya-abstract-image；linkfox-zhihuiya-patent-image-search；linkfox-zhihuiya-utility-patent-image-search,- 先给核心结论，再给可视化和必要解读。 - 说明数据来源、事实口径、示例属性或“示意”性质。 - 原图证据优先于数据图表；数据图表优先于辅助知识图解。 - HTML/SVG 初始静态状态必须可读，核心答案不依赖 hover 或脚本。 - 外部库、图片或脚本失败时保留文字和静态主结构，不能空白。 - 工具或资源不可用时说明限制，不猜测私有接口，不绕过鉴权。；- 先给核心结论，再给可视化和必要解读。 - 说明数据来源、事实口径、示例属性或“示意”性质。 - 原图证据优先于数据图表；数据图表优先于辅助知识图解。 - HTML/SVG 初始静态状态必须可读，核心答案不依赖 hover 或脚本。 - 外部库、图片或脚本失败时保留文字和静态主结构，不能空白。 - 工具或资源不可用时说明限制，不猜测私有接口，不绕过鉴权。；字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- data array 否 专利列表 type string 否 渲染的样式 total integer 否 记录数 columns array 否 渲染的列 costToken integer 否 消耗token,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,付费媒体投放与优化,投放方案/优化反馈,4,4,0,0,home_skill:4,学习参考:4,research-synthesis；research-synthesis；research-synthesis；research-synthesis,- Coverage / Citation 不通过时，不得输出 handoff；只输出：BLOCKED: NEED SCOUT SUPPLEMENT - Angle / Taxonomy / Calibration / Weaving 未清，或自对抗审查仍有重大未解时，不得输出 handoff；只输出：BLOCKED: NEED SYNTHESIS REWORK。这个 code 表示“保留当前文献清单，重做本阶段综合”，不是回退到 scout。 - 只有 6 维门禁全部 CLEAR 且自对抗审查通过时，才能在输出…；- Coverage / Citation 不通过时，不得输出 handoff；只输出：BLOCKED: NEED SCOUT SUPPLEMENT - Angle / Taxonomy / Calibration / Weaving 未清，或自对抗审查仍有重大未解时，不得输出 handoff；只输出：BLOCKED: NEED SYNTHESIS REWORK。这个 code 表示“保留当前文献清单，重做本阶段综合”，不是回退到 scout。 - 只有 6 维门禁全部 CLEAR 且自对抗审查通过时，才能在输出…；- Coverage / Citation 不通过时，不得输出 handoff；只输出：BLOCKED: NEED SCOUT SUPPLEMENT - Angle / Taxonomy / Calibration / Weaving 未清，或自对抗审查仍有重大未解时，不得输出 handoff；只输出：BLOCKED: NEED SYNTHESIS R…,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_DATA_SEMANTIC,能力供给：数据与语义,ATOM_SKILL_CANDIDATE,能力供给,经营经济性评估,成本/贡献/现金影响评估,1,1,0,0,home_skill:1,预测预警:1,line-chart-visualization,"if 'cluster label' in df clean.columns and 'value col1' in df clean.columns: sns.scatterplot(data=df clean, x=group col, y='value col1', hue='cluster label', ax=axes[1, 1], palette='Set1', s=80) axes[1, 1].set title('聚类分组散点图') axes[1, 1].tick params(axis='x',…",进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_TOOL_RUNTIME,能力供给：工具与运行,ATOM_SKILL_CANDIDATE,能力供给,消费者需求洞察,需求证据/问题地图,32,32,0,0,home_skill:29；project_skill:3,生成制作:10；治理合规:9；评估验证:4；检索组织:4；学习参考:2,douyinvideo-copy-extract；ecommerce-search；lexiang-base；LLM技术调研；LLM技术调研；p2s-ai-product-video-script-generator；p2s-brand-listing-hijacking-detection；p2s-graph-knowledge-distillation-recommendation,"node scripts/video2text/index.js --file ""/path/to/your/video.mp4"" --prompt ""请用三个要点总结这个视频的核心内容""；所有搜索、详情、竞品任务都必须先规划用户工作区内的绝对输出目录。主任务目录由 scripts/output layout.py 原子创建为 ；不得使用相对 reports、插件目录或按 mtime 猜“最近目录”。同一会话后续步骤只复用上一步 stdout 明确返回的 task dir。 统一层级： 搜索产物直接放在 search n 目录下；详情产物放在所属搜索目录的 product n 下： 同一任务内多平台共用一个 显式传递 的 task dir，平台目录分别为 1688/、jd/、taobao/；未传 -…；search kb search(keyword=""xxx"", mcp fields=""items.target id,items.title,items.target type"")",进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_TOOL_RUNTIME,能力供给：工具与运行,ATOM_SKILL_CANDIDATE,能力供给,商业论证,经营选项/验证建议,15,15,0,0,home_skill:14；project_skill:1,治理合规:7；评估验证:4；预测预警:3；自动化执行:1,p2s-account-fingerprint-risk-scorer；p2s-agent-capability-evaluation；p2s-ai-parenting-advice-hallucination-guard；p2s-algorithmic-accountability-audit；p2s-crag-comprehensive-rag-benchmark；p2s-federated-cross-seller-recommendation；p2s-interleaving-experiment-design；p2s-interleaving-experiment-recommendation,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_TOOL_RUNTIME,能力供给：工具与运行,ATOM_SKILL_CANDIDATE,能力供给,产品实现,方案或样品及交付说明,4,4,0,0,home_skill:3；project_skill:1,集成部署:1；生成制作:1；检索组织:1；自动化执行:1,gantt-chart-builder；linkfox-zhihuiya-bibliography；linkfox-zhihuiya-simple-bibliography；Project Bootstrapping,生成的 HTML 文件是完全自包含的（无外部依赖），包含以下交互功能： - 甘特图可视化 ：任务条形图，横轴为时间，纵轴为任务 - 关键路径高亮 ：红色标记关键任务，蓝色标记非关键任务 - 依赖关系箭头 ：SVG 绘制的依赖连线，关键依赖用红色加粗 - 浮动时间显示 ：橙色半透明区域展示任务可延迟空间 - 悬停详情 ：鼠标悬停显示完整的 CPM 分析数据 - 任务高亮 ：点击任务可高亮其直接依赖和后续任务 - 缩放控制 ：滑块调整时间轴精度 - 关键路径筛选 ：一键切换仅显示关键路径任务；字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- data array 否 著录项目数据列表 type string 否 渲染的样式 total integer 否 记录数 columns array 否 渲染的列 costToken integer 否 消耗token；字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- data array 否 著录项列表 type string 否 渲染的样式 total integer 否 记录数 columns array 否 渲染的列 costToken integer 否 消耗token,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
CAPABILITY_TOOL_RUNTIME,能力供给：工具与运行,ATOM_SKILL_CANDIDATE,能力供给,产品定义,产品要求/验收条件,1,1,0,0,home_skill:1,自动化执行:1,p2s-agent-slo-manager,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入能力供给评审，确认是否成为原子技能、方法候选或工具能力
GENERAL_SUPPORT,通用支持,ATOM_SKILL_CANDIDATE,不适用/通用支持,商业论证,经营选项/验证建议,6,6,0,0,home_skill:6,治理合规:4；生成制作:1；预测预警:1,p2s-ad-creative-personalization-bandit；p2s-digital-wellbeing-screen-time-model；p2s-privacy-coppa-compliance；p2s-privacy-safe-identity-resolution；p2s-supplier-delivery-quality-rate-kpi；p2s-tiktok-repurchase-from-live-audience,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,人工判断是否需要进入三宝图谱
GENERAL_SUPPORT,通用支持,ATOM_SKILL_CANDIDATE,不适用/通用支持,消费者需求洞察,需求证据/问题地图,5,5,0,0,home_skill:4；project_skill:1,预测预警:2；学习参考:1；治理合规:1；生成制作:1,customer-reply-craft；p2s-consumer-complaint-recall-prediction；p2s-recommendation-compliance-filter；p2s-review-attack-hawkes-process；seedance-storyboard,对用户的每次请求，按以下结构输出话术方案：；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,人工判断是否需要进入三宝图谱
GENERAL_SUPPORT,通用支持,ATOM_SKILL_CANDIDATE,不适用/通用支持,产品定义,产品要求/验收条件,3,3,0,0,project_skill:2；home_skill:1,治理合规:2；预测预警:1,p2s-listing-suppression-detection；工艺包生成器；工艺包生成器,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；- 三视图 - 制造工艺图 - 装配图 / BOM 每一部分都附带 风险标注位 ，而不是只有尺寸和材质。；- 三视图 - 制造工艺图 - 装配图 / BOM 每一部分都附带 风险标注位 ，而不是只有尺寸和材质。,人工判断是否需要进入三宝图谱
